"","Gender","Age","Location","Education","Major","Title","Industry","Experience","DataScientist","PrimarySkill","skill1"
"801","Female","22-24","Russia","Master’s degree","Environmental science or geology","Student","Computers/Technology","0-1",NA,NA,"I do not know"
"802","Male","25-29","China","Master’s degree","Engineering (non-computer focused)","Software Engineer",NA,NA,NA,NA,NA
"803","Female","18-21","Other","Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"804","Male","30-34","Russia",NA,NA,NA,NA,NA,NA,NA,NA
"805","Prefer not to say","30-34","I do not wish to disclose my location",NA,NA,NA,NA,NA,NA,NA,NA
"806","Male","25-29","Russia","Master’s degree","Mathematics or statistics",NA,NA,NA,NA,NA,NA
"807","Male","30-34","Belarus","Master’s degree","Engineering (non-computer focused)","Data Scientist",NA,NA,NA,NA,NA
"808","Male","25-29","Other",NA,NA,NA,NA,NA,NA,NA,NA
"809","Male","80+","China","I prefer not to answer","I never declared a major","Student",NA,NA,NA,NA,NA
"810","Male","30-34","Japan","Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"811","Female","25-29","Republic of Korea","Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"812","Male","35-39","Russia",NA,NA,NA,NA,NA,NA,NA,NA
"813","Female","18-21","Belarus","Some college/university study without earning a bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"814","Male","45-49","Spain","Doctoral degree",NA,NA,NA,NA,NA,NA,NA
"815","Male","22-24","I do not wish to disclose my location",NA,NA,NA,NA,NA,NA,NA,NA
"816","Female","18-21","India",NA,NA,NA,NA,NA,NA,NA,NA
"817","Female","22-24","Singapore","Master’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"I do not know"
"818","Male","40-44","Russia","I prefer not to answer",NA,NA,NA,NA,NA,NA,NA
"819","Male","22-24","Russia",NA,NA,NA,NA,NA,NA,NA,NA
"820","Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student",NA,NA,NA,NA
"821","Male","18-21","Russia","Master’s degree","Mathematics or statistics","Data Scientist",NA,NA,NA,NA,NA
"822","Female","25-29","Republic of Korea","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"823","Female","18-21","Portugal","Master’s degree","Other","Student","I am a student",NA,NA,NA,"I do not know"
"824","Male","18-21","Viet Nam",NA,NA,NA,NA,NA,NA,NA,NA
"825","Male","45-49","Other",NA,NA,NA,NA,NA,NA,NA,NA
"826","Male","25-29","France","Master’s degree","Engineering (non-computer focused)","Other","Other","5-10",NA,NA,"No (we do not use ML methods)"
"827","Male","25-29","India","Bachelor’s degree","Engineering (non-computer focused)","Software Engineer","Computers/Technology","4-5",NA,NA,"I do not know"
"828","Female","22-24","Israel","Master’s degree","Mathematics or statistics","Software Engineer","Computers/Technology","0-1",NA,NA,"No (we do not use ML methods)"
"829","Male","45-49","Israel","Master’s degree","Engineering (non-computer focused)",NA,NA,NA,NA,NA,NA
"830","Female","22-24","Malaysia","Bachelor’s degree","Mathematics or statistics","Data Analyst","I am a student","2-3",NA,NA,"I do not know"
"831","Male","18-21","India","No formal education past high school",NA,"Student","I am a student",NA,NA,NA,NA
"832","Male","25-29","Sweden","Master’s degree","Other","Student","I am a student","4-5",NA,NA,NA
"833","Female","30-34","Netherlands","Master’s degree","Engineering (non-computer focused)","Product/Project Manager","Online Service/Internet-based Services","5-10",NA,NA,"No (we do not use ML methods)"
"834","Male","25-29","India","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"835","Male","25-29","Viet Nam",NA,NA,NA,NA,NA,NA,NA,NA
"836","Male","30-34","Turkey","Bachelor’s degree","Engineering (non-computer focused)",NA,NA,NA,NA,NA,NA
"837","Male","25-29","Spain","Master’s degree","Engineering (non-computer focused)","Student","I am a student","4-5",NA,NA,"I do not know"
"838","Male","25-29","Other","Master’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"No (we do not use ML methods)"
"839","Male","22-24","I do not wish to disclose my location",NA,NA,NA,NA,NA,NA,NA,NA
"840","Male","25-29","Netherlands","Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"841","Male","50-54","Netherlands","Master’s degree","Mathematics or statistics","Other","Computers/Technology","15-20",NA,NA,NA
"842","Male","18-21","Russia","No formal education past high school",NA,"Student",NA,NA,NA,NA,NA
"843","Female","25-29","I do not wish to disclose my location","Professional degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"I do not know"
"844","Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,NA
"845","Male","35-39","Spain","Master’s degree","Engineering (non-computer focused)","Data Scientist","Computers/Technology","0-1",NA,NA,"We are exploring ML methods (and may one day put a model into production)"
"846","Male","30-34","Russia",NA,NA,NA,NA,NA,NA,NA,NA
"847","Male","25-29","Indonesia","Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"848","Male","30-34","Italy",NA,NA,NA,NA,NA,NA,NA,NA
"849","Male","22-24","Japan",NA,NA,NA,NA,NA,NA,NA,NA
"850","Male","22-24","Turkey",NA,NA,NA,NA,NA,NA,NA,NA
"851","Male","35-39","I do not wish to disclose my location",NA,NA,NA,NA,NA,NA,NA,NA
"852","Male","22-24","Bangladesh","Master’s degree","Engineering (non-computer focused)","Research Assistant","I am a student","0-1",NA,NA,NA
"853","Male","22-24","India","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"854","Male","25-29","Bangladesh","Bachelor’s degree","I never declared a major","Student","I am a student","0-1",NA,NA,NA
"855","Female","25-29","I do not wish to disclose my location",NA,NA,NA,NA,NA,NA,NA,NA
"856","Female","18-21","Belarus",NA,NA,NA,NA,NA,NA,NA,NA
"857","Male","22-24","China",NA,NA,NA,NA,NA,NA,NA,NA
"858","Male","30-34","South Africa","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"859","Male","30-34","Netherlands","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"860","Male","18-21","Hong Kong (S.A.R.)","Bachelor’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"I do not know"
"861","Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Software Engineer","Computers/Technology","1-2",NA,NA,"No (we do not use ML methods)"
"862","Male","22-24","India","Master’s degree","Mathematics or statistics","Data Scientist",NA,NA,NA,NA,NA
"863","Male","30-34","I do not wish to disclose my location",NA,NA,NA,NA,NA,NA,NA,NA
"864","Male","18-21","India","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","15-20",NA,NA,"I do not know"
"865","Female","30-34","Spain","No formal education past high school",NA,"Not employed",NA,NA,"Maybe",NA,NA
"866","Male","18-21","France","Master’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,NA
"867","Male","25-29","India","Master’s degree","Engineering (non-computer focused)","Consultant",NA,NA,NA,NA,NA
"868","Male","40-44","Japan","I prefer not to answer","Other","Software Engineer",NA,NA,NA,NA,NA
"869","Male","22-24","Italy",NA,NA,NA,NA,NA,NA,NA,NA
"870","Male","45-49","Japan","Some college/university study without earning a bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"871","Male","22-24","Mexico",NA,NA,NA,NA,NA,NA,NA,NA
"872","Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"I do not know"
"873","Male","60-69","Japan","Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"874","Female","35-39","Australia","Doctoral degree","Mathematics or statistics","Data Scientist","Government/Public Service","0-1",NA,NA,"I do not know"
"875","Male","22-24","Germany","Master’s degree","Mathematics or statistics","Student","I am a student","3-4",NA,NA,NA
"876","Female","30-34","Australia","Some college/university study without earning a bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"877","Male","50-54","Czech Republic","Master’s degree","Engineering (non-computer focused)",NA,NA,NA,NA,NA,NA
"878","Male","25-29","Germany","Master’s degree","Engineering (non-computer focused)","Student","Computers/Technology","1-2","Probably yes",NA,"We are exploring ML methods (and may one day put a model into production)"
"879","Female","30-34","Ukraine",NA,NA,NA,NA,NA,NA,NA,NA
"880","Male","35-39","I do not wish to disclose my location","No formal education past high school",NA,"Data Analyst",NA,NA,NA,NA,NA
"881","Male","18-21","France","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"882","Male","35-39","Israel",NA,NA,NA,NA,NA,NA,NA,NA
"883","Male","35-39","France","Master’s degree","Environmental science or geology","Not employed",NA,NA,NA,NA,NA
"884","Male","18-21","France","Master’s degree","I never declared a major","Student","I am a student","0-1",NA,NA,"I do not know"
"885","Male","18-21","Egypt",NA,NA,NA,NA,NA,NA,NA,NA
"886","Male","30-34","Japan","Bachelor’s degree","Mathematics or statistics","Consultant","Energy/Mining","2-3",NA,NA,NA
"887","Male","30-34","United Kingdom of Great Britain and Northern Ireland","Doctoral degree","Engineering (non-computer focused)","Business Analyst",NA,NA,NA,NA,NA
"888","Male","25-29","Spain",NA,NA,NA,NA,NA,NA,NA,NA
"889","Male","25-29","Russia",NA,NA,NA,NA,NA,NA,NA,NA
"890","Male","35-39","Australia","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"891","Female","25-29","Australia","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"892","Male","22-24","Poland",NA,NA,NA,NA,NA,NA,NA,NA
"893","Male","25-29","Poland","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"894","Male","22-24","Other","Master’s degree","Other","Student","I am a student","5-10",NA,NA,NA
"895","Male","18-21","Spain",NA,NA,NA,NA,NA,NA,NA,NA
"896","Male","18-21","Russia","Bachelor’s degree","Other","Student","I am a student","2-3",NA,NA,"I do not know"
"897","Male","22-24","Singapore",NA,NA,NA,NA,NA,NA,NA,NA
"898","Male","22-24","France","Master’s degree","Mathematics or statistics","Data Scientist","Computers/Technology","0-1",NA,NA,"We are exploring ML methods (and may one day put a model into production)"
"899","Female","25-29","Belarus","Bachelor’s degree","Mathematics or statistics",NA,NA,NA,NA,NA,NA
"900","Male","25-29","South Korea","Master’s degree","Mathematics or statistics","Data Analyst","Computers/Technology","30 +",NA,NA,NA
"901","Female","18-21","Morocco","Master’s degree","Other","Student","I am a student","0-1",NA,NA,"I do not know"
"902","Male","45-49","Australia","Professional degree","Other","Other","Manufacturing/Fabrication","20-25",NA,NA,"No (we do not use ML methods)"
"903","Male","25-29","I do not wish to disclose my location","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"904","Male","18-21","Ukraine","Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"905","Male","25-29","China",NA,NA,NA,NA,NA,NA,NA,NA
"906","Male","25-29","Italy","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"907","Female","30-34","Germany","Master’s degree","Other","Student","I am a student",NA,NA,NA,"I do not know"
"908","Male","35-39","United States of America","Master’s degree","Mathematics or statistics","Student","I am a student",NA,NA,NA,NA
"909","Female","30-34","I do not wish to disclose my location","Professional degree",NA,NA,NA,NA,NA,NA,NA
"910","Male","18-21","Russia","Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"911","Female","22-24","Germany","Master’s degree","Engineering (non-computer focused)","Student","I am a student","3-4",NA,NA,"I do not know"
"912","Male","18-21","Other",NA,NA,NA,NA,NA,NA,NA,NA
"913","Male","25-29","Austria","Master’s degree","Physics or astronomy","Student","I am a student","5-10",NA,NA,"I do not know"
"914","Male","18-21","Japan",NA,NA,NA,NA,NA,NA,NA,NA
"915","Male","30-34","Spain","Doctoral degree",NA,NA,NA,NA,NA,NA,NA
"916","Male","30-34","I do not wish to disclose my location","I prefer not to answer",NA,NA,NA,NA,NA,NA,NA
"917","Male","22-24","United States of America","Master’s degree","Other","Student","I am a student","0-1",NA,NA,NA
"918","Male","22-24","China","Master’s degree","Engineering (non-computer focused)","Student","Computers/Technology","1-2",NA,NA,NA
"919","Male","25-29","Japan","No formal education past high school",NA,"Data Engineer",NA,NA,NA,NA,NA
"920","Male","25-29","Hong Kong (S.A.R.)","Master’s degree","Mathematics or statistics","Data Engineer",NA,NA,NA,NA,NA
"921","Male","35-39","United Kingdom of Great Britain and Northern Ireland","Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"922","Male","30-34","United States of America",NA,NA,NA,NA,NA,NA,NA,NA
"923","Male","22-24","Russia","No formal education past high school",NA,"Student","I am a student","0-1",NA,NA,NA
"924","Male","25-29","Norway","Doctoral degree","Engineering (non-computer focused)","Research Scientist",NA,NA,NA,NA,NA
"925","Male","30-34","I do not wish to disclose my location",NA,NA,NA,NA,NA,NA,NA,NA
"926","Prefer not to say","25-29","China","Bachelor’s degree","I never declared a major",NA,NA,NA,NA,NA,NA
"927","Male","40-44","Japan",NA,NA,NA,NA,NA,NA,NA,NA
"928","Male","25-29","Netherlands",NA,NA,NA,NA,NA,NA,NA,NA
"929","Male","18-21","United Kingdom of Great Britain and Northern Ireland","No formal education past high school",NA,"Student","I am a student","0-1",NA,NA,"I do not know"
"930","Male","55-59","Greece","Doctoral degree",NA,NA,NA,NA,NA,NA,NA
"931","Male","40-44","Japan","No formal education past high school",NA,"Other","Other","10-15",NA,NA,NA
"932","Prefer not to say","80+","Other","I prefer not to answer","I never declared a major","Not employed",NA,NA,"Definitely not",NA,NA
"933","Male","25-29","Japan",NA,NA,NA,NA,NA,NA,NA,NA
"934","Prefer not to say","35-39","I do not wish to disclose my location","Master’s degree","Mathematics or statistics","Business Analyst",NA,NA,NA,NA,NA
"935","Male","25-29","Greece","Master’s degree","Mathematics or statistics","Research Assistant","I am a student","1-2",NA,NA,"I do not know"
"936","Male","25-29","France","Master’s degree","Mathematics or statistics","Student","I am a student",NA,NA,NA,NA
"937","Male","30-34","Germany","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"938","Female","18-21","China","Some college/university study without earning a bachelor’s degree","Environmental science or geology","Student","I am a student","15-20",NA,NA,NA
"939","Male","22-24","Australia",NA,NA,NA,NA,NA,NA,NA,NA
"940","Male","25-29","I do not wish to disclose my location","I prefer not to answer",NA,NA,NA,NA,NA,NA,NA
"941","Male","22-24","Other",NA,NA,NA,NA,NA,NA,NA,NA
"942","Male","35-39","Greece","Doctoral degree","Engineering (non-computer focused)","Research Scientist","Medical/Pharmaceutical",NA,NA,NA,NA
"943","Female","22-24","I do not wish to disclose my location",NA,NA,NA,NA,NA,NA,NA,NA
"944","Male","45-49","Netherlands","Master’s degree","Engineering (non-computer focused)","Business Analyst","Computers/Technology",NA,NA,NA,NA
"945","Male","35-39","Belgium","Some college/university study without earning a bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"946","Male","18-21","Russia","No formal education past high school",NA,"Data Analyst","I am a student","0-1",NA,NA,"I do not know"
"947","Male","25-29","Japan",NA,NA,NA,NA,NA,NA,NA,NA
"948","Male","45-49","Germany",NA,NA,NA,NA,NA,NA,NA,NA
"949","Male","25-29","South Korea",NA,NA,NA,NA,NA,NA,NA,NA
"950","Male","40-44","Other","Master’s degree","Mathematics or statistics","Data Scientist","Marketing/CRM","15-20",NA,NA,NA
"951","Male","25-29","France","Master’s degree","Engineering (non-computer focused)","Research Scientist","Manufacturing/Fabrication","0-1",NA,NA,NA
"952","Male","25-29","Israel","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"953","Male","40-44","Japan","I prefer not to answer","I never declared a major","Manager","I am a student","0-1",NA,NA,"I do not know"
"954","Female","30-34","Australia","Master’s degree","Mathematics or statistics","Other","Insurance/Risk Assessment","5-10",NA,NA,"We use ML methods for generating insights (but do not put working models into production)"
"955","Female","45-49","Other",NA,NA,NA,NA,NA,NA,NA,NA
"956","Male","22-24","India","Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"957","Male","35-39","Israel","Master’s degree","Mathematics or statistics","Data Scientist","Retail/Sales","2-3",NA,NA,NA
"958","Male","30-34","Russia",NA,NA,NA,NA,NA,NA,NA,NA
"959","Male","25-29","Other","Master’s degree","Mathematics or statistics","Research Assistant",NA,NA,NA,NA,NA
"960","Male","35-39","Ukraine","Bachelor’s degree","Engineering (non-computer focused)","Software Engineer",NA,NA,NA,NA,NA
"961","Female","25-29","Malaysia","Bachelor’s degree","Other","Research Assistant",NA,NA,NA,NA,NA
"962","Male","22-24","Switzerland","Master’s degree","Engineering (non-computer focused)","Student","I am a student","3-4",NA,NA,"I do not know"
"963","Male","22-24","Viet Nam","Master’s degree","Mathematics or statistics",NA,NA,NA,NA,NA,NA
"964","Male","25-29","United States of America","Master’s degree","Mathematics or statistics",NA,NA,NA,NA,NA,NA
"965","Male","30-34","South Korea","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"966","Female","30-34","China",NA,NA,NA,NA,NA,NA,NA,NA
"967","Male","22-24","I do not wish to disclose my location",NA,NA,NA,NA,NA,NA,NA,NA
"968","Male","30-34","Russia","No formal education past high school",NA,"Not employed",NA,NA,"Maybe",NA,NA
"969","Female","18-21","Malaysia","Bachelor’s degree","Mathematics or statistics","Student","I am a student","3-4",NA,NA,NA
"970","Male","30-34","India","Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"971","Male","30-34","I do not wish to disclose my location",NA,NA,NA,NA,NA,NA,NA,NA
"972","Male","30-34","Poland","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"973","Male","25-29","Russia","I prefer not to answer",NA,NA,NA,NA,NA,NA,NA
"974","Male","25-29","Finland","Doctoral degree","Mathematics or statistics","Research Scientist","Manufacturing/Fabrication","0-1",NA,NA,NA
"975","Male","22-24","Other","Bachelor’s degree","Environmental science or geology","Data Scientist","Academics/Education","1-2",NA,NA,"No (we do not use ML methods)"
"976","Male","18-21","Kenya","Bachelor’s degree","Mathematics or statistics","Data Analyst","Insurance/Risk Assessment","0-1",NA,NA,"No (we do not use ML methods)"
"977","Female","25-29","I do not wish to disclose my location","Master’s degree","Engineering (non-computer focused)","Student",NA,NA,NA,NA,NA
"978","Male","25-29","Germany","Master’s degree","Engineering (non-computer focused)","Student","Academics/Education","3-4",NA,NA,"No (we do not use ML methods)"
"979","Female","25-29","India","Master’s degree","Mathematics or statistics","Data Scientist","Computers/Technology","1-2",NA,NA,NA
"980","Male","22-24","Bangladesh",NA,NA,NA,NA,NA,NA,NA,NA
"981","Male","25-29","Japan",NA,NA,NA,NA,NA,NA,NA,NA
"982","Male","18-21","Germany",NA,NA,NA,NA,NA,NA,NA,NA
"983","Female","18-21","Other",NA,NA,NA,NA,NA,NA,NA,NA
"984","Male","25-29","Israel","No formal education past high school",NA,"Software Engineer","Online Business/Internet-based Sales","10-15",NA,NA,"We are exploring ML methods (and may one day put a model into production)"
"985","Male","22-24","Pakistan","Bachelor’s degree","Other","Student","I am a student",NA,NA,NA,"We are exploring ML methods (and may one day put a model into production)"
"986","Male","40-44","Spain",NA,NA,NA,NA,NA,NA,NA,NA
"987","Male","30-34","I do not wish to disclose my location","Master’s degree","Engineering (non-computer focused)","Data Analyst",NA,NA,NA,NA,NA
"988","Male","30-34","Australia","Bachelor’s degree","Physics or astronomy","Data Analyst","Online Service/Internet-based Services","1-2",NA,NA,NA
"989","Female","18-21","India","Master’s degree","Mathematics or statistics","Data Scientist","I am a student",NA,NA,NA,NA
"990","Male","22-24","Russia",NA,NA,NA,NA,NA,NA,NA,NA
"991","Male","18-21","India","Master’s degree","Engineering (non-computer focused)","Student","I am a student",NA,NA,NA,NA
"992","Male","18-21","Viet Nam","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"We are exploring ML methods (and may one day put a model into production)"
"993","Female","30-34","United Kingdom of Great Britain and Northern Ireland","Doctoral degree","Physics or astronomy","Data Scientist","Medical/Pharmaceutical","1-2",NA,NA,NA
"994","Female","22-24","China","Master’s degree","Engineering (non-computer focused)","Software Engineer","Manufacturing/Fabrication","1-2",NA,NA,NA
"995","Male","45-49","Japan","No formal education past high school",NA,"Software Engineer","Computers/Technology","10-15",NA,NA,"I do not know"
"996","Male","40-44","Russia","Some college/university study without earning a bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"997","Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,NA
"998","Male","30-34","India","Bachelor’s degree","Engineering (non-computer focused)","Manager","Computers/Technology","10-15",NA,NA,"I do not know"
"999","Prefer not to say","80+","I do not wish to disclose my location",NA,NA,NA,NA,NA,NA,NA,NA
"1000","Male","18-21","France","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"1001","Male","30-34","Australia","Bachelor’s degree","Engineering (non-computer focused)","Product/Project Manager","Other","10-15",NA,NA,NA
"1002","Male","35-39","China","I prefer not to answer","Engineering (non-computer focused)","Product/Project Manager","Manufacturing/Fabrication","5-10",NA,NA,NA
"1003","Male","25-29","India","Master’s degree","Engineering (non-computer focused)","Student","I am a student",NA,NA,NA,NA
"1004","Male","25-29","Spain","Master’s degree","Mathematics or statistics","Consultant","Computers/Technology","0-1",NA,NA,NA
"1005","Male","22-24","India","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"1006","Male","25-29","Other",NA,NA,NA,NA,NA,NA,NA,NA
"1007","Male","35-39","Japan",NA,NA,NA,NA,NA,NA,NA,NA
"1008","Female","35-39","Japan","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"1009","Male","22-24","Republic of Korea","Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"1010","Female","25-29","Germany","Master’s degree","Engineering (non-computer focused)","Software Engineer","I am a student","1-2",NA,NA,"I do not know"
"1011","Male","22-24","China","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"1012","Male","18-21","United Kingdom of Great Britain and Northern Ireland",NA,NA,NA,NA,NA,NA,NA,NA
"1013","Male","22-24","China",NA,NA,NA,NA,NA,NA,NA,NA
"1014","Male","25-29","Poland","Master’s degree","Mathematics or statistics",NA,NA,NA,NA,NA,NA
"1015","Male","35-39","Finland","Doctoral degree","Mathematics or statistics","Consultant","Computers/Technology","0-1",NA,NA,"We are exploring ML methods (and may one day put a model into production)"
"1016","Male","22-24","China","Master’s degree","Engineering (non-computer focused)","Student","Academics/Education","1-2",NA,NA,"We use ML methods for generating insights (but do not put working models into production)"
"1017","Male","18-21","India","No formal education past high school",NA,"Student","I am a student","0-1",NA,NA,NA
"1018","Male","70-79","Other","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"1019","Male","22-24","China","Master’s degree","Engineering (non-computer focused)","Data Engineer","I am a student","10-15",NA,NA,NA
"1020","Male","18-21","Republic of Korea",NA,NA,NA,NA,NA,NA,NA,NA
"1021","Male","45-49","Germany",NA,NA,NA,NA,NA,NA,NA,NA
"1022","Male","18-21","Turkey","Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"1023","Male","18-21","China",NA,NA,NA,NA,NA,NA,NA,NA
"1024","Male","18-21","China","Bachelor’s degree","Environmental science or geology","Student","Computers/Technology","2-3",NA,NA,NA
"1025","Male","25-29","China","No formal education past high school",NA,"Data Scientist",NA,NA,NA,NA,NA
"1026","Male","25-29","Netherlands","Master’s degree","Mathematics or statistics","Consultant","Computers/Technology","3-4",NA,NA,NA
"1027","Female","25-29","United Kingdom of Great Britain and Northern Ireland",NA,NA,NA,NA,NA,NA,NA,NA
"1028","Male","30-34","India","I prefer not to answer","I never declared a major",NA,NA,NA,NA,NA,NA
"1029","Male","22-24","China","Bachelor’s degree","Engineering (non-computer focused)",NA,NA,NA,NA,NA,NA
"1030","Male","25-29","France","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"1031","Male","35-39","China",NA,NA,NA,NA,NA,NA,NA,NA
"1032","Male","22-24","Spain",NA,NA,NA,NA,NA,NA,NA,NA
"1033","Female","25-29","China","Professional degree",NA,NA,NA,NA,NA,NA,NA
"1034","Male","22-24","China","Master’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"We are exploring ML methods (and may one day put a model into production)"
"1035","Male","22-24","China",NA,NA,NA,NA,NA,NA,NA,NA
"1036","Male","18-21","Sweden","Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"1037","Female","22-24","Russia",NA,NA,NA,NA,NA,NA,NA,NA
"1038","Female","30-34","Turkey",NA,NA,NA,NA,NA,NA,NA,NA
"1039","Male","45-49","Netherlands",NA,NA,NA,NA,NA,NA,NA,NA
"1040","Female","22-24","France","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"1041","Female","22-24","Italy","Bachelor’s degree","Mathematics or statistics","Student","I am a student","2-3",NA,NA,"I do not know"
"1042","Male","40-44","France","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"1043","Male","25-29","China","Master’s degree","Physics or astronomy","Data Engineer","Computers/Technology","1-2",NA,NA,NA
"1044","Male","22-24","Russia",NA,NA,NA,NA,NA,NA,NA,NA
"1045","Male","30-34","China",NA,NA,NA,NA,NA,NA,NA,NA
"1046","Female","30-34","China","Doctoral degree","Engineering (non-computer focused)",NA,NA,NA,NA,NA,NA
"1047","Male","25-29","India",NA,NA,NA,NA,NA,NA,NA,NA
"1048","Female","30-34","India","Bachelor’s degree","Engineering (non-computer focused)","Consultant","Computers/Technology","5-10",NA,NA,"I do not know"
"1049","Male","30-34","Other",NA,NA,NA,NA,NA,NA,NA,NA
"1050","Male","25-29","Austria","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"1051","Male","35-39","United Kingdom of Great Britain and Northern Ireland","Some college/university study without earning a bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"1052","Female","25-29","France","Master’s degree","Mathematics or statistics","Data Scientist",NA,NA,NA,NA,NA
"1053","Male","40-44","Spain",NA,NA,NA,NA,NA,NA,NA,NA
"1054","Female","22-24","United States of America",NA,NA,NA,NA,NA,NA,NA,NA
"1055","Male","35-39","India","Master’s degree","Engineering (non-computer focused)","Data Analyst","Energy/Mining","10-15",NA,NA,"We are exploring ML methods (and may one day put a model into production)"
"1056","Male","30-34","India",NA,NA,NA,NA,NA,NA,NA,NA
"1057","Male","22-24","India","Bachelor’s degree","Other",NA,NA,NA,NA,NA,NA
"1058","Male","22-24","France","Master’s degree","Mathematics or statistics","Data Scientist","Computers/Technology","0-1",NA,NA,NA
"1059","Female","25-29","Norway","Master’s degree","Mathematics or statistics","Student","I am a student","4-5",NA,NA,NA
"1060","Female","30-34","India","Professional degree","Engineering (non-computer focused)","Software Engineer","Online Service/Internet-based Services","5-10",NA,NA,"No (we do not use ML methods)"
"1061","Female","25-29","Greece","Master’s degree","Environmental science or geology","Student","I am a student","4-5",NA,NA,"We use ML methods for generating insights (but do not put working models into production)"
"1062","Male","30-34","Russia","I prefer not to answer",NA,NA,NA,NA,NA,NA,NA
"1063","Male","30-34","Russia","Some college/university study without earning a bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"1064","Male","30-34","France",NA,NA,NA,NA,NA,NA,NA,NA
"1065","Prefer not to say","22-24","South Korea",NA,NA,NA,NA,NA,NA,NA,NA
"1066","Female","25-29","India","Master’s degree","Engineering (non-computer focused)","Other","I am a student","25-30",NA,NA,NA
"1067","Male","25-29","India",NA,NA,NA,NA,NA,NA,NA,NA
"1068","Female","25-29","India","Master’s degree","Engineering (non-computer focused)","Software Engineer","Insurance/Risk Assessment","2-3",NA,NA,"We are exploring ML methods (and may one day put a model into production)"
"1069","Male","18-21","Ukraine","No formal education past high school",NA,"Software Engineer","I am a student","0-1",NA,NA,NA
"1070","Male","22-24","Netherlands","Bachelor’s degree","Engineering (non-computer focused)","Software Engineer","Online Business/Internet-based Sales","0-1",NA,NA,NA
"1071","Male","50-54","United Kingdom of Great Britain and Northern Ireland",NA,NA,NA,NA,NA,NA,NA,NA
"1072","Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student",NA,NA,NA,"I do not know"
"1073","Male","40-44","Hungary","I prefer not to answer",NA,NA,NA,NA,NA,NA,NA
