"","ID","Gender","Age","Location","Education","Major","Title","Industry","Experience","DataScientist","PrimarySkill","Skills","name"
"2106",13686,"Male","25-29","Italy","Bachelor’s degree","Physics or astronomy",NA,"Shipping/Transportation","1-2","Probably not",NA,"Cplusplus","C/C++"
"2107",13694,"Male","45-49","Netherlands","No formal education past high school",NA,"Consultant","Insurance/Risk Assessment","20-25","Probably not",NA,"Cplusplus","C/C++"
"2108",13972,"Male","22-24","Brazil","Master’s degree","Mathematics or statistics","Student","I am a student","4-5",NA,NA,"Cplusplus",NA
"2109",14075,"Male","30-34","India","Bachelor’s degree","Engineering (non-computer focused)","DBA/Database Engineer",NA,"10-15","Definitely yes",NA,"Cplusplus",NA
"2110",14435,"Male","25-29","Germany","Master’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"Cplusplus",NA
"2111",14650,"Female","22-24","India","Master’s degree","Physics or astronomy","Statistician","Marketing/CRM","0-1",NA,NA,"Cplusplus",NA
"2112",14803,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Not employed",NA,NA,NA,NA,"Cplusplus",NA
"2113",14834,"Male","18-21","India","Bachelor’s degree",NA,"Student","I am a student","2-3",NA,NA,"Cplusplus",NA
"2114",14896,"Female","22-24","China","Master’s degree","Mathematics or statistics","Student","I am a student","1-2",NA,NA,"Cplusplus",NA
"2115",15013,"Male","25-29","India","Master’s degree","Engineering (non-computer focused)","Not employed",NA,NA,"Definitely not",NA,"Cplusplus","C/C++"
"2116",15035,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"Cplusplus",NA
"2117",15260,"Male","22-24","China","Master’s degree","Engineering (non-computer focused)","Student","I am a student","0-1","Probably not",NA,"Cplusplus","C/C++"
"2118",15328,"Male","55-59","Brazil","Doctoral degree","Engineering (non-computer focused)","Software Engineer","Academics/Education","25-30",NA,NA,"Cplusplus",NA
"2119",15338,"Male","22-24","United States of America","Bachelor’s degree","Mathematics or statistics","Student","I am a student","3-4",NA,NA,"Cplusplus",NA
"2120",15524,"Male","25-29","Brazil","Doctoral degree","Physics or astronomy","Research Scientist","Academics/Education","1-2",NA,NA,"Cplusplus",NA
"2121",15582,"Female","22-24","India","Master’s degree","Mathematics or statistics","Not employed",NA,NA,"Definitely not",NA,"Cplusplus",NA
"2122",15646,"Female","22-24","United States of America","Master’s degree","Mathematics or statistics","Student","I am a student",NA,NA,NA,"Cplusplus",NA
"2123",15651,"Male","22-24","United States of America","Master’s degree","Engineering (non-computer focused)","Data Scientist","I am a student","0-1",NA,NA,"Cplusplus",NA
"2124",15674,"Male","22-24","India","I prefer not to answer","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"Cplusplus",NA
"2125",15771,"Female","22-24","United States of America","Bachelor’s degree","Mathematics or statistics","Research Scientist","Military/Security/Defense","0-1",NA,NA,"Cplusplus",NA
"2126",15807,"Male","22-24","China","Master’s degree","Mathematics or statistics","Student","Computers/Technology","1-2",NA,NA,"Cplusplus",NA
"2127",16027,"Female","25-29","I do not wish to disclose my location","Master’s degree","Mathematics or statistics","Student","I am a student","1-2",NA,NA,"Cplusplus",NA
"2128",16128,"Male","22-24","India","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","3-4",NA,NA,"Cplusplus",NA
"2129",16307,"Male","25-29","United States of America","Master’s degree","Engineering (non-computer focused)","Software Engineer","Online Service/Internet-based Services","3-4",NA,NA,"Cplusplus",NA
"2130",16526,"Male","25-29","China","Bachelor’s degree","Physics or astronomy","Research Scientist","I am a student","2-3",NA,NA,"Cplusplus",NA
"2131",16572,"Male","22-24","Japan","I prefer not to answer","Physics or astronomy","Student","I am a student","4-5",NA,NA,"Cplusplus",NA
"2132",16585,"Male","22-24","United States of America","Master’s degree","Engineering (non-computer focused)",NA,"Military/Security/Defense","2-3",NA,NA,"Cplusplus",NA
"2133",16610,"Prefer not to say","22-24","India","I prefer not to answer","Engineering (non-computer focused)","Not employed",NA,NA,NA,NA,"Cplusplus",NA
"2134",16649,"Female","25-29","India","Master’s degree","Engineering (non-computer focused)","Consultant","Computers/Technology","5-10",NA,NA,"Cplusplus",NA
"2135",16678,"Male","18-21","South Korea","Some college/university study without earning a bachelor’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"Cplusplus",NA
"2136",16685,"Male","25-29","Indonesia","Master’s degree","Engineering (non-computer focused)","Software Engineer","Retail/Sales","0-1",NA,NA,"Cplusplus",NA
"2137",16738,"Male","22-24","China","Master’s degree",NA,"Student","I am a student","1-2",NA,NA,"Cplusplus",NA
"2138",16749,"Male","35-39","Israel","Master’s degree","Engineering (non-computer focused)","Product/Project Manager","Government/Public Service","10-15",NA,NA,"Cplusplus",NA
"2139",16766,"Prefer not to say","18-21","Mexico","Some college/university study without earning a bachelor’s degree","Mathematics or statistics","Student","I am a student","2-3",NA,NA,"Cplusplus",NA
"2140",16793,"Male","18-21","United States of America","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Student","Computers/Technology","0-1",NA,NA,"Cplusplus",NA
"2141",17031,"Female","25-29","United States of America","Master’s degree","Mathematics or statistics","Data Scientist","Marketing/CRM","0-1",NA,NA,"Cplusplus",NA
"2142",17068,"Male","22-24","Colombia","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Software Engineer","I am a student","1-2","Probably not",NA,"Cplusplus",NA
"2143",17131,"Female","25-29","United States of America","Master’s degree","Mathematics or statistics","Student","Insurance/Risk Assessment","2-3",NA,NA,"Cplusplus",NA
"2144",17171,"Male","30-34","Spain","Doctoral degree","Physics or astronomy","Research Scientist","Academics/Education","0-1",NA,NA,"Cplusplus",NA
"2145",17310,"Male","25-29","United States of America","Doctoral degree","Mathematics or statistics","Not employed",NA,NA,"Probably yes",NA,"Cplusplus",NA
"2146",17344,"Male","30-34","I do not wish to disclose my location","Master’s degree","Engineering (non-computer focused)","Research Assistant","Academics/Education","2-3",NA,NA,"Cplusplus",NA
"2147",17359,"Male","22-24","United States of America","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","2-3",NA,NA,"Cplusplus",NA
"2148",17372,"Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Data Analyst","Computers/Technology","3-4",NA,NA,"Cplusplus",NA
"2149",17387,"Male","30-34","United States of America","Master’s degree","Mathematics or statistics","Data Analyst","Computers/Technology","1-2",NA,NA,"Cplusplus",NA
"2150",17480,"Male","18-21","India","No formal education past high school",NA,"Student","I am a student","1-2",NA,NA,"Cplusplus",NA
"2151",17541,"Female","30-34","United States of America","Bachelor’s degree","Engineering (non-computer focused)",NA,NA,"5-10",NA,NA,"Cplusplus",NA
"2152",17570,"Male","22-24","China","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"Cplusplus",NA
"2153",17636,"Male","22-24","United States of America","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"Cplusplus",NA
"2154",17699,"Male","22-24","China","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Student","Computers/Technology","1-2",NA,NA,"Cplusplus",NA
"2155",17707,"Male","22-24","United States of America","Doctoral degree","Engineering (non-computer focused)","Student","Academics/Education","4-5",NA,NA,"Cplusplus",NA
"2156",17718,"Female","55-59","United States of America","Bachelor’s degree","Engineering (non-computer focused)",NA,"Computers/Technology","2-3",NA,NA,"Cplusplus",NA
"2157",17812,"Female","18-21","India","Bachelor’s degree",NA,"Data Analyst","Accounting/Finance",NA,"Definitely not",NA,"Cplusplus",NA
"2158",17832,"Male","25-29","India","Master’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"Cplusplus",NA
"2159",18026,"Male","18-21","Mexico","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","1-2","Maybe",NA,"Cplusplus",NA
"2160",18092,"Male","30-34","United States of America","Master’s degree","Engineering (non-computer focused)","Data Engineer","Academics/Education","5-10","Probably not",NA,"Cplusplus",NA
"2161",18114,"Male","25-29","Nigeria","No formal education past high school",NA,"Student","I am a student","0-1",NA,NA,"Cplusplus",NA
"2162",18210,"Male","22-24","United States of America","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","2-3",NA,NA,"Cplusplus",NA
"2163",18244,"Male","35-39","United States of America","Master’s degree","Engineering (non-computer focused)","Data Engineer","Computers/Technology","5-10",NA,NA,"Cplusplus",NA
"2164",18245,"Male","30-34","Canada","Master’s degree","Environmental science or geology","Student","Energy/Mining","4-5",NA,NA,"Cplusplus",NA
"2165",18281,"Male","22-24","India","Master’s degree","Engineering (non-computer focused)","Software Engineer","Computers/Technology","1-2",NA,NA,"Cplusplus",NA
"2166",18294,"Female","22-24","Brazil","Master’s degree","Mathematics or statistics","Not employed",NA,NA,"Definitely not",NA,"Cplusplus","C/C++"
"2167",18297,"Male","22-24","United States of America","Master’s degree","Engineering (non-computer focused)","Student","Manufacturing/Fabrication","3-4",NA,NA,"Cplusplus",NA
"2168",18391,"Male","22-24","United States of America","Master’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"Cplusplus",NA
"2169",18401,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"Cplusplus",NA
"2170",18407,"Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Business Analyst","Computers/Technology","0-1",NA,NA,"Cplusplus",NA
"2171",18412,"Male","35-39","China","Master’s degree","Engineering (non-computer focused)","Data Scientist","Academics/Education","3-4",NA,NA,"Cplusplus",NA
"2172",18482,"Male","25-29","China","Master’s degree",NA,"Student","I am a student","4-5","Probably yes",NA,"Cplusplus",NA
"2173",18536,"Male","22-24","United States of America","Master’s degree","Engineering (non-computer focused)","Student","Accounting/Finance","1-2",NA,NA,"Cplusplus",NA
"2174",18611,"Male","22-24","United States of America","Master’s degree","Engineering (non-computer focused)","Data Scientist","Medical/Pharmaceutical","0-1",NA,NA,"Cplusplus",NA
"2175",18662,"Male","40-44","Portugal","Doctoral degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"Cplusplus",NA
"2176",18703,"Male","25-29","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"Cplusplus",NA
"2177",18714,"Female","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Software Engineer","Marketing/CRM","0-1",NA,NA,"Cplusplus",NA
"2178",18768,"Male","18-21","Ukraine","No formal education past high school",NA,"Student","I am a student","0-1",NA,NA,"Cplusplus",NA
"2179",18854,"Prefer not to say","25-29","Russia","Doctoral degree","Mathematics or statistics","Not employed",NA,NA,"Maybe",NA,"Cplusplus",NA
"2180",18904,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Marketing Analyst","I am a student","10-15",NA,NA,"Cplusplus",NA
"2181",18992,"Prefer not to say","30-34","I do not wish to disclose my location","Master’s degree","Engineering (non-computer focused)","Research Assistant","Computers/Technology","4-5",NA,NA,"Cplusplus",NA
"2182",19026,"Female","18-21","China","No formal education past high school",NA,"Student","I am a student","1-2",NA,NA,"Cplusplus",NA
"2183",19037,"Male","18-21","Denmark","Some college/university study without earning a bachelor’s degree","Physics or astronomy","Student","I am a student","5-10",NA,NA,"Cplusplus",NA
"2184",19049,"Male","30-34","India","I prefer not to answer","Engineering (non-computer focused)","Software Engineer","Computers/Technology","5-10","Definitely yes",NA,"Cplusplus",NA
"2185",19052,"Male","25-29","India","Bachelor’s degree","Physics or astronomy",NA,"Academics/Education","3-4","Maybe",NA,"Cplusplus",NA
"2186",19201,"Male","35-39","Japan","Doctoral degree","Mathematics or statistics","Research Scientist","Computers/Technology","4-5","Definitely not",NA,"Cplusplus","C/C++"
"2187",19240,"Prefer not to say","22-24","Republic of Korea","Master’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"Cplusplus",NA
"2188",19254,"Female","22-24","India","Master’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"Cplusplus",NA
"2189",19475,"Male","25-29","France","Master’s degree","Engineering (non-computer focused)",NA,NA,"5-10",NA,NA,"Cplusplus",NA
"2190",19484,"Female","22-24","Israel","Master’s degree","Mathematics or statistics","Software Engineer","Computers/Technology","0-1",NA,NA,"Cplusplus",NA
"2191",19513,"Female","30-34","Netherlands","Master’s degree","Engineering (non-computer focused)","Product/Project Manager","Online Service/Internet-based Services","5-10",NA,NA,"Cplusplus",NA
"2192",19541,"Male","25-29",NA,"Master’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"Cplusplus",NA
"2193",19585,"Male","35-39","Spain","Master’s degree","Engineering (non-computer focused)","Data Scientist","Computers/Technology","0-1",NA,NA,"Cplusplus",NA
"2194",19686,"Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Software Engineer","Computers/Technology","1-2",NA,NA,"Cplusplus",NA
"2195",19759,"Male","25-29","Germany","Master’s degree","Engineering (non-computer focused)","Student","Computers/Technology","1-2","Probably yes",NA,"Cplusplus",NA
"2196",19882,"Male","22-24","France","Master’s degree","Mathematics or statistics","Data Scientist","Computers/Technology","0-1",NA,NA,"Cplusplus",NA
"2197",19924,"Male","45-49","Australia","Professional degree",NA,NA,"Manufacturing/Fabrication","20-25",NA,NA,"Cplusplus",NA
"2198",20288,"Female","30-34","Australia","Master’s degree","Mathematics or statistics",NA,"Insurance/Risk Assessment","5-10",NA,NA,"Cplusplus",NA
"2199",20424,"Male","22-24",NA,"Bachelor’s degree","Environmental science or geology","Data Scientist","Academics/Education","1-2",NA,NA,"Cplusplus",NA
"2200",20425,"Male","18-21","Kenya","Bachelor’s degree","Mathematics or statistics","Data Analyst","Insurance/Risk Assessment","0-1",NA,NA,"Cplusplus",NA
"2201",20435,"Male","25-29","Germany","Master’s degree","Engineering (non-computer focused)","Student","Academics/Education","3-4",NA,NA,"Cplusplus",NA
"2202",20477,"Male","25-29","Israel","No formal education past high school",NA,"Software Engineer","Online Business/Internet-based Sales","10-15",NA,NA,"Cplusplus",NA
"2203",20486,"Male","22-24","Pakistan","Bachelor’s degree",NA,"Student","I am a student",NA,NA,NA,"Cplusplus",NA
"2204",20545,"Male","18-21","Viet Nam","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"Cplusplus",NA
"2205",20691,"Male","35-39","Finland","Doctoral degree","Mathematics or statistics","Consultant","Computers/Technology","0-1",NA,NA,"Cplusplus",NA
"2206",20695,"Male","22-24","China","Master’s degree","Engineering (non-computer focused)","Student","Academics/Education","1-2",NA,NA,"Cplusplus",NA
"2207",20791,"Male","22-24","China","Master’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"Cplusplus",NA
"2208",20925,"Male","35-39","India","Master’s degree","Engineering (non-computer focused)","Data Analyst","Energy/Mining","10-15",NA,NA,"Cplusplus",NA
"2209",20985,"Female","30-34","India","Professional degree","Engineering (non-computer focused)","Software Engineer","Online Service/Internet-based Services","5-10",NA,NA,"Cplusplus",NA
"2210",20987,"Female","25-29","Greece","Master’s degree","Environmental science or geology","Student","I am a student","4-5",NA,NA,"Cplusplus",NA
"2211",21010,"Female","25-29","India","Master’s degree","Engineering (non-computer focused)","Software Engineer","Insurance/Risk Assessment","2-3",NA,NA,"Cplusplus",NA
"2212",21033,"Male","30-34","United Kingdom of Great Britain and Northern Ireland","Bachelor’s degree",NA,NA,"Online Business/Internet-based Sales","4-5",NA,NA,"Cplusplus",NA
"2213",21067,"Male","25-29","India","Bachelor’s degree","Engineering (non-computer focused)","Data Analyst","Computers/Technology","1-2",NA,NA,"Cplusplus",NA
"2214",21082,"Male","25-29","Belarus","Doctoral degree","Mathematics or statistics","Research Scientist","Academics/Education","0-1",NA,NA,"Cplusplus",NA
"2215",21180,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student",NA,NA,NA,"Cplusplus",NA
"2216",21440,"Male","22-24","India","Bachelor’s degree",NA,"Student","I am a student","0-1",NA,NA,"Cplusplus",NA
"2217",21484,"Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Data Scientist","I am a student","0-1",NA,NA,"Cplusplus",NA
"2218",21528,"Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Software Engineer","I am a student","0-1",NA,NA,"Cplusplus",NA
"2219",21605,"Male","22-24","France","Master’s degree","Mathematics or statistics","Student","I am a student",NA,NA,NA,"Cplusplus",NA
"2220",21755,"Male","45-49","France","Doctoral degree","Physics or astronomy","Research Scientist","Academics/Education","10-15","Maybe",NA,"Cplusplus",NA
"2221",21887,"Male","45-49","Australia","Bachelor’s degree","Engineering (non-computer focused)","Consultant","Energy/Mining","4-5",NA,NA,"Cplusplus",NA
"2222",22065,"Male","30-34","Australia","Master’s degree","Engineering (non-computer focused)","Data Analyst",NA,"3-4",NA,NA,"Cplusplus",NA
"2223",22272,"Female","30-34","Ukraine","I prefer not to answer","Engineering (non-computer focused)","Software Engineer","Marketing/CRM","5-10","Definitely yes",NA,"Cplusplus",NA
"2224",22307,"Female","40-44","Japan","Some college/university study without earning a bachelor’s degree","Mathematics or statistics","Consultant","Non-profit/Service","10-15",NA,NA,"Cplusplus",NA
"2225",22338,"Male","30-34","Germany","Master’s degree","Mathematics or statistics","Data Scientist","I am a student","2-3",NA,NA,"Cplusplus",NA
"2226",22463,"Female","22-24","India","Master’s degree","Mathematics or statistics",NA,"Academics/Education","0-1",NA,NA,"Cplusplus",NA
"2227",22512,"Male","18-21","Germany","Bachelor’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"Cplusplus",NA
"2228",22620,"Female","22-24","South Africa","Bachelor’s degree","Mathematics or statistics","Data Analyst","Academics/Education","0-1",NA,NA,"Cplusplus",NA
"2229",22654,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"Cplusplus",NA
"2230",22831,"Male","18-21","Poland","Some college/university study without earning a bachelor’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"Cplusplus",NA
"2231",22957,"Male","22-24","Kenya","Bachelor’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"Cplusplus",NA
"2232",23047,"Male","30-34","France","Master’s degree","Engineering (non-computer focused)","Product/Project Manager","Manufacturing/Fabrication","5-10",NA,NA,"Cplusplus",NA
"2233",23128,"Male","18-21",NA,"No formal education past high school",NA,"Student","Online Service/Internet-based Services","0-1",NA,NA,"Cplusplus",NA
"2234",23146,"Male","25-29","Germany","Doctoral degree","Mathematics or statistics","Research Assistant","Academics/Education","3-4","Definitely yes",NA,"Cplusplus","C/C++"
"2235",23255,"Male","25-29","Germany","Master’s degree","Mathematics or statistics","Consultant",NA,"1-2",NA,NA,"Cplusplus",NA
"2236",23273,"Male","18-21","Russia","Bachelor’s degree","Mathematics or statistics","Data Scientist","I am a student","2-3","Definitely yes",NA,"Cplusplus","C/C++"
"2237",23278,"Male","22-24","Russia","I prefer not to answer","Mathematics or statistics","Student","Online Service/Internet-based Services","5-10","Definitely yes",NA,"Cplusplus",NA
"2238",23413,"Male","30-34","Russia","No formal education past high school",NA,"Business Analyst","Accounting/Finance","3-4","Maybe",NA,"Cplusplus",NA
"2239",23450,"Male","25-29","Germany","Master’s degree","Engineering (non-computer focused)","Data Scientist","Computers/Technology","1-2","Definitely yes",NA,"Cplusplus",NA
"2240",23493,"Male","35-39","I do not wish to disclose my location","Master’s degree","Engineering (non-computer focused)","Product/Project Manager","Manufacturing/Fabrication","10-15",NA,NA,"Cplusplus",NA
"2241",23517,"Male","22-24","India","Master’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"Cplusplus",NA
"2242",23535,"Male","25-29","United Kingdom of Great Britain and Northern Ireland","Bachelor’s degree","Mathematics or statistics",NA,"Insurance/Risk Assessment","5-10",NA,NA,"Cplusplus",NA
"2243",23556,"Male","45-49","United Kingdom of Great Britain and Northern Ireland","Some college/university study without earning a bachelor’s degree","Environmental science or geology","Marketing Analyst","Online Service/Internet-based Services","0-1",NA,NA,"Cplusplus",NA
"2244",23615,"Male","40-44","United Kingdom of Great Britain and Northern Ireland","Bachelor’s degree","Engineering (non-computer focused)","Chief Officer","Computers/Technology","5-10",NA,NA,"Cplusplus",NA
"2245",23645,"Male","18-21","France","Master’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"Cplusplus",NA
"2246",23658,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"Cplusplus",NA
"2247",23749,"Male","22-24","Turkey","Master’s degree","Engineering (non-computer focused)","Research Assistant","I am a student","0-1",NA,NA,"Cplusplus",NA
"2248",23759,"Prefer not to say","30-34","Denmark","Doctoral degree","Physics or astronomy","Research Scientist","Academics/Education","5-10","Probably not",NA,"Cplusplus","C/C++"
"2249",23777,"Male","55-59","South Africa","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Consultant","Manufacturing/Fabrication","15-20",NA,NA,"Cplusplus",NA
"2250",9,"Male","25-29","Turkey","Master’s degree","Engineering (non-computer focused)","Not employed",NA,NA,"Definitely not",NA,"MatLab1",NA
"2251",281,"Male","25-29","India","Professional degree","Engineering (non-computer focused)","Software Engineer","Computers/Technology","0-1","Definitely yes",NA,"MatLab1",NA
"2252",436,"Male","30-34","India","Master’s degree",NA,"Business Analyst","Computers/Technology","1-2","Definitely yes",NA,"MatLab1","MATLAB"
"2253",1684,"Female","22-24","Kenya","Bachelor’s degree","Environmental science or geology","Data Analyst",NA,"0-1","Definitely yes",NA,"MatLab1",NA
"2254",3096,"Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Software Engineer","Computers/Technology","0-1","Probably not",NA,"MatLab1",NA
"2255",4340,"Male","40-44","Nigeria","Professional degree","Mathematics or statistics",NA,NA,"1-2","Definitely yes",NA,"MatLab1",NA
"2256",4407,"Male","22-24","I do not wish to disclose my location","Bachelor’s degree","Engineering (non-computer focused)","Student","Computers/Technology","1-2","Probably not",NA,"MatLab1",NA
"2257",5798,"Male","18-21","United States of America","Some college/university study without earning a bachelor’s degree",NA,"Student","I am a student","0-1","Definitely not",NA,"MatLab1",NA
"2258",6155,"Male","30-34","South Korea","Bachelor’s degree",NA,"Not employed",NA,NA,"Definitely yes",NA,"MatLab1",NA
"2259",6190,"Male","30-34","Poland","Master’s degree","Mathematics or statistics","Software Engineer","Computers/Technology","10-15","Maybe",NA,"MatLab1",NA
"2260",6605,"Prefer to self-describe","30-34","Sweden","Doctoral degree","Engineering (non-computer focused)","Student","Academics/Education","4-5","Maybe",NA,"MatLab1","MATLAB"
"2261",6711,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","1-2","Definitely not",NA,"MatLab1","MATLAB"
"2262",6802,"Male","50-54","United States of America","Master’s degree","Engineering (non-computer focused)","Research Scientist","Computers/Technology","4-5","Probably not",NA,"MatLab1",NA
"2263",7125,"Female","40-44","Canada","Bachelor’s degree","Fine arts or performing arts","Not employed",NA,NA,"Probably not",NA,"MatLab1",NA
"2264",7166,"Male","18-21","Viet Nam","Some college/university study without earning a bachelor’s degree",NA,NA,"I am a student","0-1","Probably not",NA,"MatLab1",NA
"2265",8121,"Male","50-54","India","Professional degree","Engineering (non-computer focused)","Chief Officer","Computers/Technology","20-25","Probably yes",NA,"MatLab1",NA
"2266",8233,"Female","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Not employed",NA,NA,"Definitely not",NA,"MatLab1",NA
"2267",8594,"Male","25-29","Germany","Master’s degree",NA,"Student","I am a student","5-10","Probably yes",NA,"MatLab1",NA
"2268",9151,"Male","35-39","Germany","Master’s degree","Mathematics or statistics","Software Engineer","Computers/Technology","5-10","Probably yes",NA,"MatLab1",NA
"2269",9465,"Male","70-79","India","Doctoral degree","Engineering (non-computer focused)","Research Scientist","Medical/Pharmaceutical","30 +","Maybe",NA,"MatLab1",NA
"2270",9725,"Male","40-44","Italy","Bachelor’s degree","Physics or astronomy","Not employed",NA,NA,"Maybe",NA,"MatLab1","MATLAB"
"2271",10112,"Male","35-39","United Kingdom of Great Britain and Northern Ireland","Master’s degree",NA,"Software Engineer","Computers/Technology","5-10","Probably yes",NA,"MatLab1",NA
"2272",10184,"Male","30-34","Italy","Master’s degree","Engineering (non-computer focused)","Student",NA,NA,"Definitely not",NA,"MatLab1",NA
"2273",10542,"Male","25-29","Ireland","Master’s degree","Mathematics or statistics","Not employed",NA,NA,"Probably yes",NA,"MatLab1","MATLAB"
"2274",11107,"Male","55-59","United States of America","Doctoral degree","Engineering (non-computer focused)","Research Scientist","Academics/Education","20-25","Definitely not",NA,"MatLab1",NA
"2275",12026,"Male","25-29","Italy","No formal education past high school",NA,"Software Engineer","Computers/Technology","2-3","Maybe",NA,"MatLab1",NA
"2276",12495,"Male","22-24","China","Master’s degree","Engineering (non-computer focused)","Student","I am a student","0-1","Probably not",NA,"MatLab1","MATLAB"
"2277",12747,"Male","25-29","Italy","Doctoral degree","Physics or astronomy","Research Scientist","Academics/Education",NA,"Definitely yes",NA,"MatLab1",NA
"2278",12954,"Male","22-24","United States of America","Bachelor’s degree","Mathematics or statistics","Not employed",NA,NA,"Probably not",NA,"MatLab1",NA
"2279",13686,"Male","25-29","Italy","Bachelor’s degree","Physics or astronomy",NA,"Shipping/Transportation","1-2","Probably not",NA,"MatLab1",NA
"2280",13694,"Male","45-49","Netherlands","No formal education past high school",NA,"Consultant","Insurance/Risk Assessment","20-25","Probably not",NA,"MatLab1",NA
"2281",13972,"Male","22-24","Brazil","Master’s degree","Mathematics or statistics","Student","I am a student","4-5",NA,NA,"MatLab1",NA
"2282",14075,"Male","30-34","India","Bachelor’s degree","Engineering (non-computer focused)","DBA/Database Engineer",NA,"10-15","Definitely yes",NA,"MatLab1",NA
"2283",14435,"Male","25-29","Germany","Master’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"MatLab1",NA
"2284",14650,"Female","22-24","India","Master’s degree","Physics or astronomy","Statistician","Marketing/CRM","0-1",NA,NA,"MatLab1",NA
"2285",14803,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Not employed",NA,NA,NA,NA,"MatLab1",NA
"2286",14834,"Male","18-21","India","Bachelor’s degree",NA,"Student","I am a student","2-3",NA,NA,"MatLab1",NA
"2287",14896,"Female","22-24","China","Master’s degree","Mathematics or statistics","Student","I am a student","1-2",NA,NA,"MatLab1",NA
"2288",15013,"Male","25-29","India","Master’s degree","Engineering (non-computer focused)","Not employed",NA,NA,"Definitely not",NA,"MatLab1",NA
"2289",15035,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"MatLab1",NA
"2290",15260,"Male","22-24","China","Master’s degree","Engineering (non-computer focused)","Student","I am a student","0-1","Probably not",NA,"MatLab1","MATLAB"
"2291",15328,"Male","55-59","Brazil","Doctoral degree","Engineering (non-computer focused)","Software Engineer","Academics/Education","25-30",NA,NA,"MatLab1",NA
"2292",15338,"Male","22-24","United States of America","Bachelor’s degree","Mathematics or statistics","Student","I am a student","3-4",NA,NA,"MatLab1",NA
"2293",15524,"Male","25-29","Brazil","Doctoral degree","Physics or astronomy","Research Scientist","Academics/Education","1-2",NA,NA,"MatLab1",NA
"2294",15582,"Female","22-24","India","Master’s degree","Mathematics or statistics","Not employed",NA,NA,"Definitely not",NA,"MatLab1",NA
"2295",15646,"Female","22-24","United States of America","Master’s degree","Mathematics or statistics","Student","I am a student",NA,NA,NA,"MatLab1",NA
"2296",15651,"Male","22-24","United States of America","Master’s degree","Engineering (non-computer focused)","Data Scientist","I am a student","0-1",NA,NA,"MatLab1",NA
